date,sku_id,product_id,product_name,category_l1,category_l2,brand,platform,shop_id,price,sales,is_promo,"collect_time"
2026-06-01,SKU0005,PROD0005,索尼日用商品 SKU0005,日用百货,日用百货,索尼,淘宝,SHOP_淘宝_0362,188.56,93,False,"2026-06-01 22:28:29"
2026-06-01,SKU0006,PROD0006,格力时尚运动鞋 SKU0006,服饰鞋包,服饰鞋包,格力,京东,SHOP_京东_0201,1322.46,162,False,"2026-06-01 06:56:06"
2026-06-01,SKU0006,PROD0006,格力时尚运动鞋 SKU0006,服饰鞋包,服饰鞋包,格力,淘宝,SHOP_淘宝_0218,291.23,91,False,"2026-06-01 03:39:05"
2026-06-01,SKU0006,PROD0006,格力时尚运动鞋 SKU0006,服饰鞋包,服饰鞋包,格力,淘宝,SHOP_淘宝_0011,1398.94,186,False,"2026-06-01 13:56:23"
2026-06-01,SKU0006,PROD0006,格力时尚运动鞋 SKU0006,服饰鞋包,服饰鞋包,格力,拼多多,SHOP_拼多多_0315,1262.04,111,False,"2026-06-01 20:09:03"
2026-06-01,SKU0006,PROD0006,格力时尚运动鞋 SKU0006,服饰鞋包,服饰鞋包,格力,淘宝,SHOP_淘宝_0073,1477.84,230,False,"2026-06-01 16:01:09"
2026-06-01,SKU0007,PROD0007,良品铺子精选零食礼包 SKU0007,食品饮料,食品饮料,良品铺子,京东,SHOP_京东_0318,144.5,108,False,"2026-06-01 17:59:26"
2026-06-01,SKU0007,PROD0007,良品铺子精选零食礼包 SKU0007,食品饮料,食品饮料,良品铺子,京东,SHOP_京东_0307,107.75,148,False,"2026-06-01 13:51:25"
2026-06-01,SKU0008,PROD0008,华为智能家电 SKU0008,家用电器,家用电器,华为,京东,SHOP_京东_0167,4032.17,113,False,"2026-06-01 04:24:37"
2026-06-01,SKU0008,PROD0008,华为智能家电 SKU0008,家用电器,家用电器,华为,拼多多,SHOP_拼多多_0223,2488.1,234,False,"2026-06-01 08:45:25"
2026-06-01,SKU0008,PROD0008,华为智能家电 SKU0008,家用电器,家用电器,华为,淘宝,SHOP_淘宝_0347,1546.82,80,False,"2026-06-01 09:16:17"
2026-06-01,SKU0008,PROD0008,华为智能家电 SKU0008,家用电器,家用电器,华为,京东,SHOP_京东_0371,4226.42,72,False,"2026-06-01 04:11:45"
2026-06-01,SKU0008,PROD0008,华为智能家电 SKU0008,家用电器,家用电器,华为,拼多多,SHOP_拼多多_0266,934.94,220,False,"2026-06-01 19:30:28"
2026-06-01,SKU0009,PROD0009,索尼智能家电 SKU0009,家用电器,家用电器,索尼,京东,SHOP_京东_0293,2185.19,248,False,"2026-06-01 13:06:38"
2026-06-01,SKU0009,PROD0009,索尼智能家电 SKU0009,家用电器,家用电器,索尼,京东,SHOP_京东_0096,2204.23,196,False,"2026-06-01 14:03:39"
2026-06-01,SKU0009,PROD0009,索尼智能家电 SKU0009,家用电器,家用电器,索尼,淘宝,SHOP_淘宝_0376,5236.39,156,False,"2026-06-01 11:39:02"
2026-06-01,SKU0010,PROD0010,三只松鼠时尚运动鞋 SKU0010,服饰鞋包,服饰鞋包,三只松鼠,京东,SHOP_京东_0159,722.93,138,False,"2026-06-01 18:32:44"
2026-06-01,SKU0010,PROD0010,三只松鼠时尚运动鞋 SKU0010,服饰鞋包,服饰鞋包,三只松鼠,淘宝,SHOP_淘宝_0128,581.89,247,False,"2026-06-01 11:06:54"
2026-06-01,SKU0010,PROD0010,三只松鼠时尚运动鞋 SKU0010,服饰鞋包,服饰鞋包,三只松鼠,淘宝,SHOP_淘宝_0147,1522.24,198,False,"2026-06-01 11:17:43"
2026-06-01,SKU0010,PROD0010,三只松鼠时尚运动鞋 SKU0010,服饰鞋包,服饰鞋包,三只松鼠,京东,SHOP_京东_0065,1301.89,95,False,"2026-06-01 01:09:50"
2026-06-01,SKU0010,PROD0010,三只松鼠时尚运动鞋 SKU0010,服饰鞋包,服饰鞋包,三只松鼠,淘宝,SHOP_淘宝_0345,1174.37,167,False,"2026-06-01 01:52:18"
2026-06-01,SKU0011,PROD0011,Adidas笔记本电脑 SKU0011,电脑办公,电脑办公,Adidas,京东,SHOP_京东_0097,7631.25,143,False,"2026-06-01 09:38:08"
2026-06-01,SKU0011,PROD0011,Adidas笔记本电脑 SKU0011,电脑办公,电脑办公,Adidas,拼多多,SHOP_拼多多_0112,3047.51,154,False,"2026-06-01 02:47:10"
2026-06-01,SKU0011,PROD0011,Adidas笔记本电脑 SKU0011,电脑办公,电脑办公,Adidas,拼多多,SHOP_拼多多_0316,3564.77,121,False,"2026-06-01 00:59:46"
2026-06-01,SKU0011,PROD0011,Adidas笔记本电脑 SKU0011,电脑办公,电脑办公,Adidas,拼多多,SHOP_拼多多_0405,2755.27,218,False,"2026-06-01 10:31:26"
2026-06-01,SKU0011,PROD0011,Adidas笔记本电脑 SKU0011,电脑办公,电脑办公,Adidas,淘宝,SHOP_淘宝_0381,9498.94,214,False,"2026-06-01 11:00:11"
2026-06-01,SKU0012,PROD0012,美的时尚运动鞋 SKU0012,服饰鞋包,服饰鞋包,美的,淘宝,SHOP_淘宝_0072,1076.64,52,False,"2026-06-01 05:38:08"
2026-06-01,SKU0012,PROD0012,美的时尚运动鞋 SKU0012,服饰鞋包,服饰鞋包,美的,京东,SHOP_京东_0025,1289.65,153,False,"2026-06-01 15:21:40"
2026-06-01,SKU0012,PROD0012,美的时尚运动鞋 SKU0012,服饰鞋包,服饰鞋包,美的,拼多多,SHOP_拼多多_0366,1554.47,243,False,"2026-06-01 07:42:03"
2026-06-01,SKU0013,PROD0013,欧莱雅智能手机 SKU0013,手机数码,手机数码,欧莱雅,淘宝,SHOP_淘宝_0150,8001.55,245,False,"2026-06-01 08:02:21"
2026-06-01,SKU0013,PROD0013,欧莱雅智能手机 SKU0013,手机数码,手机数码,欧莱雅,拼多多,SHOP_拼多多_0424,4719.73,164,False,"2026-06-01 03:40:24"
2026-06-01,SKU0013,PROD0013,欧莱雅智能手机 SKU0013,手机数码,手机数码,欧莱雅,拼多多,SHOP_拼多多_0066,4220.84,108,False,"2026-06-01 14:03:54"
2026-06-01,SKU0014,PROD0014,格力日用商品 SKU0014,日用百货,日用百货,格力,淘宝,SHOP_淘宝_0107,417.65,215,False,"2026-06-01 05:22:49"
2026-06-01,SKU0014,PROD0014,格力日用商品 SKU0014,日用百货,日用百货,格力,淘宝,SHOP_淘宝_0047,364.06,69,False,"2026-06-01 07:46:18"
2026-06-01,SKU0014,PROD0014,格力日用商品 SKU0014,日用百货,日用百货,格力,京东,SHOP_京东_0435,152.65,71,False,"2026-06-01 03:00:31"
2026-06-01,SKU0014,PROD0014,格力日用商品 SKU0014,日用百货,日用百货,格力,淘宝,SHOP_淘宝_0358,439.75,249,False,"2026-06-01 17:30:29"
2026-06-01,SKU0014,PROD0014,格力日用商品 SKU0014,日用百货,日用百货,格力,淘宝,SHOP_淘宝_0173,322.57,245,False,"2026-06-01 05:20:42"
2026-06-01,SKU0015,PROD0015,联想笔记本电脑 SKU0015,电脑办公,电脑办公,联想,拼多多,SHOP_拼多多_0456,7031.5,232,False,"2026-06-01 02:37:39"
2026-06-01,SKU0015,PROD0015,联想笔记本电脑 SKU0015,电脑办公,电脑办公,联想,京东,SHOP_京东_0189,857.27,212,False,"2026-06-01 22:23:59"
2026-06-01,SKU0015,PROD0015,联想笔记本电脑 SKU0015,电脑办公,电脑办公,联想,拼多多,SHOP_拼多多_0048,661.87,177,False,"2026-06-01 14:25:15"
2026-06-01,SKU0016,PROD0016,Adidas智能家电 SKU0016,家用电器,家用电器,Adidas,淘宝,SHOP_淘宝_0038,832.27,104,False,"2026-06-01 12:42:02"
2026-06-01,SKU0016,PROD0016,Adidas智能家电 SKU0016,家用电器,家用电器,Adidas,淘宝,SHOP_淘宝_0421,4117.92,101,False,"2026-06-01 10:12:20"
2026-06-01,SKU0016,PROD0016,Adidas智能家电 SKU0016,家用电器,家用电器,Adidas,拼多多,SHOP_拼多多_0173,4798.96,145,False,"2026-06-01 17:48:16"
2026-06-01,SKU0016,PROD0016,Adidas智能家电 SKU0016,家用电器,家用电器,Adidas,京东,SHOP_京东_0189,4661.24,104,False,"2026-06-01 07:56:53"
2026-06-01,SKU0016,PROD0016,Adidas智能家电 SKU0016,家用电器,家用电器,Adidas,京东,SHOP_京东_0478,4176.61,249,False,"2026-06-01 01:16:46"
2026-06-01,SKU0017,PROD0017,格力运动装备 SKU0017,运动户外,运动户外,格力,拼多多,SHOP_拼多多_0301,1576.42,240,False,"2026-06-01 17:26:50"
2026-06-01,SKU0017,PROD0017,格力运动装备 SKU0017,运动户外,运动户外,格力,淘宝,SHOP_淘宝_0272,1175.26,216,False,"2026-06-01 09:27:56"
2026-06-01,SKU0017,PROD0017,格力运动装备 SKU0017,运动户外,运动户外,格力,淘宝,SHOP_淘宝_0261,2777.03,137,False,"2026-06-01 17:00:31"
2026-06-01,SKU0018,PROD0018,海尔护肤精华 SKU0018,美妆个护,美妆个护,海尔,京东,SHOP_京东_0355,62.48,228,False,"2026-06-01 00:10:23"
2026-06-01,SKU0018,PROD0018,海尔护肤精华 SKU0018,美妆个护,美妆个护,海尔,拼多多,SHOP_拼多多_0363,58.01,97,False,"2026-06-01 02:34:22"
2026-06-01,SKU0019,PROD0019,玉兰油护肤精华 SKU0019,美妆个护,美妆个护,玉兰油,京东,SHOP_京东_0157,294.09,92,False,"2026-06-01 19:05:09"
2026-06-01,SKU0019,PROD0019,玉兰油护肤精华 SKU0019,美妆个护,美妆个护,玉兰油,拼多多,SHOP_拼多多_0257,629.53,54,False,"2026-06-01 00:18:01"
2026-06-01,SKU0019,PROD0019,玉兰油护肤精华 SKU0019,美妆个护,美妆个护,玉兰油,京东,SHOP_京东_0190,502.91,154,False,"2026-06-01 04:04:53"
2026-06-01,SKU0019,PROD0019,玉兰油护肤精华 SKU0019,美妆个护,美妆个护,玉兰油,拼多多,SHOP_拼多多_0198,129.05,226,False,"2026-06-01 06:30:06"
2026-06-01,SKU0019,PROD0019,玉兰油护肤精华 SKU0019,美妆个护,美妆个护,玉兰油,淘宝,SHOP_淘宝_0427,259.69,197,False,"2026-06-01 21:16:34"
2026-06-01,SKU0020,PROD0020,NIKE运动装备 SKU0020,运动户外,运动户外,NIKE,拼多多,SHOP_拼多多_0458,2478.22,204,False,"2026-06-01 09:50:03"
2026-06-01,SKU0020,PROD0020,NIKE运动装备 SKU0020,运动户外,运动户外,NIKE,京东,SHOP_京东_0110,2011.11,233,False,"2026-06-01 20:25:20"
2026-06-01,SKU0021,PROD0021,三星时尚运动鞋 SKU0021,服饰鞋包,服饰鞋包,三星,淘宝,SHOP_淘宝_0169,229.68,145,False,"2026-06-01 19:53:17"
2026-06-01,SKU0021,PROD0021,三星时尚运动鞋 SKU0021,服饰鞋包,服饰鞋包,三星,拼多多,SHOP_拼多多_0492,748.61,102,False,"2026-06-01 13:53:09"
2026-06-01,SKU0021,PROD0021,三星时尚运动鞋 SKU0021,服饰鞋包,服饰鞋包,三星,淘宝,SHOP_淘宝_0038,832.8,230,False,"2026-06-01 10:44:10"
2026-06-01,SKU0022,PROD0022,Apple运动装备 SKU0022,运动户外,运动户外,Apple,淘宝,SHOP_淘宝_0237,1877.21,149,False,"2026-06-01 16:09:20"
2026-06-01,SKU0022,PROD0022,Apple运动装备 SKU0022,运动户外,运动户外,Apple,拼多多,SHOP_拼多多_0418,1080.21,91,False,"2026-06-01 14:33:21"
2026-06-01,SKU0023,PROD0023,Adidas日用商品 SKU0023,日用百货,日用百货,Adidas,京东,SHOP_京东_0479,165.84,249,False,"2026-06-01 02:21:02"
2026-06-01,SKU0023,PROD0023,Adidas日用商品 SKU0023,日用百货,日用百货,Adidas,京东,SHOP_京东_0308,76.23,117,False,"2026-06-01 04:03:22"
2026-06-01,SKU0023,PROD0023,Adidas日用商品 SKU0023,日用百货,日用百货,Adidas,京东,SHOP_京东_0432,182.65,82,False,"2026-06-01 17:12:01"
2026-06-01,SKU0023,PROD0023,Adidas日用商品 SKU0023,日用百货,日用百货,Adidas,拼多多,SHOP_拼多多_0009,292.18,193,False,"2026-06-01 17:09:18"
2026-06-01,SKU0024,PROD0024,Apple智能手机 SKU0024,手机数码,手机数码,Apple,淘宝,SHOP_淘宝_0113,6958.15,163,False,"2026-06-01 02:57:17"
2026-06-01,SKU0024,PROD0024,Apple智能手机 SKU0024,手机数码,手机数码,Apple,京东,SHOP_京东_0058,4567.46,224,False,"2026-06-01 07:59:31"
2026-06-01,SKU0024,PROD0024,Apple智能手机 SKU0024,手机数码,手机数码,Apple,京东,SHOP_京东_0428,1317.6,65,False,"2026-06-01 02:42:30"
2026-06-01,SKU0024,PROD0024,Apple智能手机 SKU0024,手机数码,手机数码,Apple,京东,SHOP_京东_0119,3884.34,237,False,"2026-06-01 20:15:07"
2026-06-01,SKU0025,PROD0025,Apple护肤精华 SKU0025,美妆个护,美妆个护,Apple,淘宝,SHOP_淘宝_0158,174.03,56,False,"2026-06-01 00:59:06"
2026-06-01,SKU0025,PROD0025,Apple护肤精华 SKU0025,美妆个护,美妆个护,Apple,拼多多,SHOP_拼多多_0083,124.41,173,False,"2026-06-01 14:30:22"
2026-06-01,SKU0026,PROD0026,三只松鼠日用商品 SKU0026,日用百货,日用百货,三只松鼠,拼多多,SHOP_拼多多_0356,42.47,107,False,"2026-06-01 09:27:17"
2026-06-01,SKU0026,PROD0026,三只松鼠日用商品 SKU0026,日用百货,日用百货,三只松鼠,淘宝,SHOP_淘宝_0097,387.98,59,False,"2026-06-01 12:20:57"
2026-06-01,SKU0026,PROD0026,三只松鼠日用商品 SKU0026,日用百货,日用百货,三只松鼠,淘宝,SHOP_淘宝_0110,287.95,55,False,"2026-06-01 12:49:28"
2026-06-01,SKU0026,PROD0026,三只松鼠日用商品 SKU0026,日用百货,日用百货,三只松鼠,拼多多,SHOP_拼多多_0290,172.16,216,False,"2026-06-01 17:09:18"
2026-06-01,SKU0026,PROD0026,三只松鼠日用商品 SKU0026,日用百货,日用百货,三只松鼠,拼多多,SHOP_拼多多_0207,368.62,153,False,"2026-06-01 12:39:35"
2026-06-01,SKU0027,PROD0027,联想时尚运动鞋 SKU0027,服饰鞋包,服饰鞋包,联想,淘宝,SHOP_淘宝_0289,876.75,205,False,"2026-06-01 01:57:42"
2026-06-01,SKU0027,PROD0027,联想时尚运动鞋 SKU0027,服饰鞋包,服饰鞋包,联想,拼多多,SHOP_拼多多_0194,124.08,162,False,"2026-06-01 22:17:30"
2026-06-01,SKU0027,PROD0027,联想时尚运动鞋 SKU0027,服饰鞋包,服饰鞋包,联想,拼多多,SHOP_拼多多_0389,364.31,226,False,"2026-06-01 07:05:09"
2026-06-01,SKU0027,PROD0027,联想时尚运动鞋 SKU0027,服饰鞋包,服饰鞋包,联想,拼多多,SHOP_拼多多_0224,1449.23,114,False,"2026-06-01 22:09:14"
2026-06-01,SKU0028,PROD0028,索尼运动装备 SKU0028,运动户外,运动户外,索尼,拼多多,SHOP_拼多多_0422,3012.01,126,False,"2026-06-01 09:42:51"
2026-06-01,SKU0028,PROD0028,索尼运动装备 SKU0028,运动户外,运动户外,索尼,淘宝,SHOP_淘宝_0458,2019.58,56,False,"2026-06-01 01:56:53"
2026-06-01,SKU0028,PROD0028,索尼运动装备 SKU0028,运动户外,运动户外,索尼,京东,SHOP_京东_0327,3008.98,185,False,"2026-06-01 02:28:51"
2026-06-01,SKU0028,PROD0028,索尼运动装备 SKU0028,运动户外,运动户外,索尼,淘宝,SHOP_淘宝_0022,554.18,162,False,"2026-06-01 14:46:48"
2026-06-01,SKU0029,PROD0029,索尼笔记本电脑 SKU0029,电脑办公,电脑办公,索尼,拼多多,SHOP_拼多多_0280,2713.67,246,False,"2026-06-01 00:52:14"
2026-06-01,SKU0029,PROD0029,索尼笔记本电脑 SKU0029,电脑办公,电脑办公,索尼,京东,SHOP_京东_0017,3624.96,203,False,"2026-06-01 19:02:09"
2026-06-01,SKU0029,PROD0029,索尼笔记本电脑 SKU0029,电脑办公,电脑办公,索尼,淘宝,SHOP_淘宝_0351,8342.89,185,False,"2026-06-01 04:49:21"
2026-06-01,SKU0029,PROD0029,索尼笔记本电脑 SKU0029,电脑办公,电脑办公,索尼,京东,SHOP_京东_0316,8388.58,91,False,"2026-06-01 19:37:53"
2026-06-01,SKU0029,PROD0029,索尼笔记本电脑 SKU0029,电脑办公,电脑办公,索尼,京东,SHOP_京东_0057,1492.87,228,False,"2026-06-01 12:16:39"
2026-06-01,SKU0030,PROD0030,海尔护肤精华 SKU0030,美妆个护,美妆个护,海尔,拼多多,SHOP_拼多多_0185,495.35,67,False,"2026-06-01 08:32:53"
2026-06-01,SKU0030,PROD0030,海尔护肤精华 SKU0030,美妆个护,美妆个护,海尔,京东,SHOP_京东_0292,505.13,69,False,"2026-06-01 23:22:42"
2026-06-01,SKU0031,PROD0031,海尔日用商品 SKU0031,日用百货,日用百货,海尔,拼多多,SHOP_拼多多_0127,300.34,99,False,"2026-06-01 07:51:27"
2026-06-01,SKU0031,PROD0031,海尔日用商品 SKU0031,日用百货,日用百货,海尔,淘宝,SHOP_淘宝_0073,467.17,80,False,"2026-06-01 06:58:01"
2026-06-01,SKU0031,PROD0031,海尔日用商品 SKU0031,日用百货,日用百货,海尔,京东,SHOP_京东_0386,355.32,104,False,"2026-06-01 19:29:13"
2026-06-01,SKU0031,PROD0031,海尔日用商品 SKU0031,日用百货,日用百货,海尔,拼多多,SHOP_拼多多_0185,154.89,156,False,"2026-06-01 00:31:48"
2026-06-01,SKU0032,PROD0032,小米运动装备 SKU0032,运动户外,运动户外,小米,拼多多,SHOP_拼多多_0456,440.15,166,False,"2026-06-01 11:02:06"
2026-06-01,SKU0032,PROD0032,小米运动装备 SKU0032,运动户外,运动户外,小米,京东,SHOP_京东_0441,680.28,129,False,"2026-06-01 09:22:27"
2026-06-01,SKU0033,PROD0033,格力智能手机 SKU0033,手机数码,手机数码,格力,拼多多,SHOP_拼多多_0149,8193.37,90,False,"2026-06-01 03:08:20"
2026-06-01,SKU0033,PROD0033,格力智能手机 SKU0033,手机数码,手机数码,格力,京东,SHOP_京东_0051,7719.0,149,False,"2026-06-01 00:13:13"
2026-06-01,SKU0033,PROD0033,格力智能手机 SKU0033,手机数码,手机数码,格力,京东,SHOP_京东_0093,1860.68,146,False,"2026-06-01 21:25:54"
2026-06-01,SKU0033,PROD0033,格力智能手机 SKU0033,手机数码,手机数码,格力,拼多多,SHOP_拼多多_0442,1087.22,154,False,"2026-06-01 12:51:16"
2026-06-01,SKU0033,PROD0033,格力智能手机 SKU0033,手机数码,手机数码,格力,拼多多,SHOP_拼多多_0162,4150.3,76,False,"2026-06-01 04:26:20"
2026-06-01,SKU0034,PROD0034,小米智能手机 SKU0034,手机数码,手机数码,小米,京东,SHOP_京东_0053,3330.43,103,False,"2026-06-01 04:57:17"
2026-06-01,SKU0034,PROD0034,小米智能手机 SKU0034,手机数码,手机数码,小米,京东,SHOP_京东_0084,958.81,126,False,"2026-06-01 10:42:17"
2026-06-01,SKU0034,PROD0034,小米智能手机 SKU0034,手机数码,手机数码,小米,淘宝,SHOP_淘宝_0075,1535.47,91,False,"2026-06-01 18:19:01"
2026-06-01,SKU0035,PROD0035,NIKE日用商品 SKU0035,日用百货,日用百货,NIKE,淘宝,SHOP_淘宝_0259,394.12,106,False,"2026-06-01 19:58:45"
2026-06-01,SKU0035,PROD0035,NIKE日用商品 SKU0035,日用百货,日用百货,NIKE,京东,SHOP_京东_0204,101.69,105,False,"2026-06-01 15:24:26"
2026-06-01,SKU0035,PROD0035,NIKE日用商品 SKU0035,日用百货,日用百货,NIKE,淘宝,SHOP_淘宝_0315,58.38,155,False,"2026-06-01 15:49:12"
2026-06-01,SKU0036,PROD0036,索尼笔记本电脑 SKU0036,电脑办公,电脑办公,索尼,京东,SHOP_京东_0152,3559.89,178,False,"2026-06-01 17:15:07"
2026-06-01,SKU0036,PROD0036,索尼笔记本电脑 SKU0036,电脑办公,电脑办公,索尼,拼多多,SHOP_拼多多_0281,4240.53,151,False,"2026-06-01 00:17:27"
2026-06-01,SKU0036,PROD0036,索尼笔记本电脑 SKU0036,电脑办公,电脑办公,索尼,京东,SHOP_京东_0245,4639.34,231,False,"2026-06-01 05:48:31"
2026-06-01,SKU0036,PROD0036,索尼笔记本电脑 SKU0036,电脑办公,电脑办公,索尼,淘宝,SHOP_淘宝_0458,700.78,214,False,"2026-06-01 02:58:59"
2026-06-01,SKU0036,PROD0036,索尼笔记本电脑 SKU0036,电脑办公,电脑办公,索尼,拼多多,SHOP_拼多多_0217,4893.7,143,False,"2026-06-01 08:30:55"
2026-06-01,SKU0037,PROD0037,三只松鼠日用商品 SKU0037,日用百货,日用百货,三只松鼠,拼多多,SHOP_拼多多_0311,247.16,234,False,"2026-06-01 00:11:25"
2026-06-01,SKU0037,PROD0037,三只松鼠日用商品 SKU0037,日用百货,日用百货,三只松鼠,京东,SHOP_京东_0318,296.57,55,False,"2026-06-01 09:20:27"
2026-06-01,SKU0038,PROD0038,格力日用商品 SKU0038,日用百货,日用百货,格力,淘宝,SHOP_淘宝_0289,65.57,223,False,"2026-06-01 22:34:03"
2026-06-01,SKU0038,PROD0038,格力日用商品 SKU0038,日用百货,日用百货,格力,拼多多,SHOP_拼多多_0386,157.21,240,False,"2026-06-01 23:12:30"
2026-06-01,SKU0039,PROD0039,小米日用商品 SKU0039,日用百货,日用百货,小米,拼多多,SHOP_拼多多_0177,88.69,89,False,"2026-06-01 17:09:51"
2026-06-01,SKU0039,PROD0039,小米日用商品 SKU0039,日用百货,日用百货,小米,淘宝,SHOP_淘宝_0353,98.07,202,False,"2026-06-01 06:13:42"
2026-06-01,SKU0040,PROD0040,格力智能手机 SKU0040,手机数码,手机数码,格力,拼多多,SHOP_拼多多_0288,4147.44,89,False,"2026-06-01 02:45:50"
2026-06-01,SKU0040,PROD0040,格力智能手机 SKU0040,手机数码,手机数码,格力,淘宝,SHOP_淘宝_0257,4770.27,181,False,"2026-06-01 08:13:59"
2026-06-01,SKU0040,PROD0040,格力智能手机 SKU0040,手机数码,手机数码,格力,淘宝,SHOP_淘宝_0490,4280.96,107,False,"2026-06-01 02:12:13"
2026-06-01,SKU0041,PROD0041,联想日用商品 SKU0041,日用百货,日用百货,联想,淘宝,SHOP_淘宝_0165,324.0,222,False,"2026-06-01 01:40:28"
2026-06-01,SKU0041,PROD0041,联想日用商品 SKU0041,日用百货,日用百货,联想,拼多多,SHOP_拼多多_0379,461.82,75,False,"2026-06-01 22:01:34"
2026-06-01,SKU0041,PROD0041,联想日用商品 SKU0041,日用百货,日用百货,联想,京东,SHOP_京东_0265,21.32,142,False,"2026-06-01 23:21:00"
2026-06-01,SKU0041,PROD0041,联想日用商品 SKU0041,日用百货,日用百货,联想,拼多多,SHOP_拼多多_0428,235.05,198,False,"2026-06-01 16:23:52"
2026-06-01,SKU0042,PROD0042,Adidas精选零食礼包 SKU0042,食品饮料,食品饮料,Adidas,京东,SHOP_京东_0458,106.23,209,False,"2026-06-01 09:33:39"
2026-06-01,SKU0042,PROD0042,Adidas精选零食礼包 SKU0042,食品饮料,食品饮料,Adidas,京东,SHOP_京东_0061,184.46,172,False,"2026-06-01 18:55:34"
2026-06-01,SKU0043,PROD0043,欧莱雅日用商品 SKU0043,日用百货,日用百货,欧莱雅,拼多多,SHOP_拼多多_0382,525.13,83,False,"2026-06-01 23:10:34"
2026-06-01,SKU0043,PROD0043,欧莱雅日用商品 SKU0043,日用百货,日用百货,欧莱雅,淘宝,SHOP_淘宝_0306,138.1,89,False,"2026-06-01 18:04:13"
2026-06-01,SKU0043,PROD0043,欧莱雅日用商品 SKU0043,日用百货,日用百货,欧莱雅,拼多多,SHOP_拼多多_0020,354.94,131,False,"2026-06-01 08:10:27"
2026-06-01,SKU0043,PROD0043,欧莱雅日用商品 SKU0043,日用百货,日用百货,欧莱雅,拼多多,SHOP_拼多多_0434,147.05,182,False,"2026-06-01 20:18:38"
2026-06-01,SKU0043,PROD0043,欧莱雅日用商品 SKU0043,日用百货,日用百货,欧莱雅,淘宝,SHOP_淘宝_0149,68.53,130,False,"2026-06-01 21:09:09"
2026-06-01,SKU0044,PROD0044,三星笔记本电脑 SKU0044,电脑办公,电脑办公,三星,京东,SHOP_京东_0145,5837.75,177,False,"2026-06-01 13:36:25"
2026-06-01,SKU0044,PROD0044,三星笔记本电脑 SKU0044,电脑办公,电脑办公,三星,拼多多,SHOP_拼多多_0279,7450.66,234,False,"2026-06-01 04:44:06"
